school_server_code,avg_timesp_year_e,avg_timesp_year_m,avg_timesp_year_s
-ct31,0.0,71.04410624551328,0.2155778894472362
-ct32,0.0,21.454320987654324,0.0
-ct33,0.0,65.82403483992466,0.5220338983050847
-ct34,0.0,0.0,39.05882352941177
1011001-ct1,0.0,132.98396747587924,119.42086834733894
1011003-ct3,0.0,58.84488636363636,0.0
1011004-ct4,0.0,4.0,0.0
1011005-ct5,0.0,0.0,0.0
1011006-ct6,0.0,0.8823529411764706,41.35294117647059
1011007-ct7,0.0,10.0,0.0
1011008-ct8,0.0,0.0,0.0
1011009-ct9,0.0,30.136053703226178,0.0
1011010-ct10,0.0,3.5588235294117645,0.0
1011011-ct11,0.0,103.46890541900244,0.0
1011013-ct13,0.0,1.3925925925925926,0.0
1011014-ct14,0.0,29.17932098765432,0.0
1011016-ct16,0.0,3.9382352941176464,0.0
1011017-ct17,0.0,0.10793650793650793,23.761904761904763
1011018-ct18,0.0,44.54649225945522,2.763668430335097
1011019-ct19,0.0,27.235421274693078,0.0
1011020-ct20,0.0,18.03980583317003,0.0
1011022-ct22,0.0,59.85864219114219,0.0
1011024-ct24,0.0,117.39629629629628,0.0
1011026-ct26,0.0,0.0,17.0
1011028-ct28,0.0,2.5517241379310347,0.0
