school_server_code,avg_timesp_year_e,avg_timesp_year_m,avg_timesp_year_s
4122100-tg300,0.0,116.28674106549755,9.495682210708116
4141008-tg108,0.0,11.556818181818182,0.0
4141009-tg109,0.0,8.169365284974093,0.0
4141012-tg112,0.0,11.0,1.0
4141045-tg145,0.0,14.349473966720346,22.925389157273216
4152001-tg201,0.0,67.6144578313253,12.831325301204819
4152002-tg202,0.0,2.8518518518518516,0.0
4152012-tg212,0.0,16.269461077844312,0.017964071856287425
4152015-tg215,0.0,30.970588235294116,44.34841628959276
4152017-tg217,0.0,2.6,0.8666666666666667
4152023-tg223,0.0,5.0,5.0
4152030-tg230,0.0,11.0,0.0
4152031-tg231,0.0,36.30093272775145,6.361348077935755
4152035-tg235,0.0,0.0,0.0
4152038-tg238,0.0,0.0,1.0
4152041-tg241,0.0,0.0,0.0
4152072-tg272,0.0,5.966666666666667,0.0
4152092-tg292,0.0,0.0,0.0
4173074-tg74,0.0,63.4864046973803,45.44896115627823
4173075-tg75,0.0,18.99685534591195,3.849056603773585
4183023-tg23,0.0,245.29070194781326,169.61962513781697
4192081-tg281,0.0,40.80617283950617,2.6222222222222222
4202003-tg203,0.0,2.5,0.0
4202004-tg204,0.0,11.476973684210526,14.986842105263158
4202010-tg210,0.0,0.7142857142857143,0.0
4202034-tg234,0.0,50.777973951536566,1.9172487909725955
4202059-tg259,0.0,32.0,4.75
4202074-tg274,0.0,0.0,0.0
4202083-tg283,0.0,9.5,0.0
4213025-tg25,0.0,13.649999999999999,1.0
4221018-tg118,0.0,6.0,0.0
4221026-tg126,0.0,0.0,0.0
4221040-tg140,0.0,45.97752808988764,9.870275791624106
4221067-tg167,0.0,90.60257234726686,0.0
4221068-tg168,0.0,2.25,0.0
4221074-tg174,0.0,38.64,12.06
4231023-tg123,0.0,1.0,1.0
4231029-tg129,0.0,4.279892037786774,3.7408906882591086
4231036-tg136,0.0,47.04155797788377,18.64391979301423
4231043-tg143,0.0,0.0,0.0
4231046-tg146,0.0,6.5,0.0
4231050-tg150,0.0,5.5,0.0
4231051-tg151,0.0,4.0,0.0
4231058-tg158,0.0,1.3333333333333333,0.0
4231078-tg178,0.0,23.56666666666667,0.0
4231084-tg184,0.0,44.05646630236795,0.0
